iter	Accuracy	Logloss
113	1	0.003695926001
114	1	0.003695913997
115	1	0.003695503011
116	1	0.003660268734
117	1	0.003660252426
118	1	0.003611292619
119	1	0.003588121797
120	1	0.003549884508
121	1	0.003495689319
122	1	0.003495658743
123	1	0.003472713894
124	1	0.003396072368
125	1	0.003396066475
126	1	0.003362797929
127	1	0.003320751524
128	1	0.003299676225
129	1	0.003272438475
130	1	0.003235708255
131	1	0.00319374063
132	1	0.00314000551
133	1	0.003129403362
134	1	0.003129351762
135	1	0.003114856882
136	1	0.003114797988
137	1	0.003101359908
138	1	0.003077198722
139	1	0.003077142512
140	1	0.003077096844
141	1	0.003077076885
142	1	0.003077055582
143	1	0.003043329708
144	1	0.003021247436
145	1	0.003021190408
146	1	0.003021181657
147	1	0.003002349816
148	1	0.003002338369
149	1	0.002977949231
150	1	0.002932232689
151	1	0.002923147635
152	1	0.002869239022
153	1	0.002850728559
154	1	0.002850666596
155	1	0.00280719513
156	1	0.002779024539
157	1	0.00276022175
158	1	0.002667397569
159	1	0.002649221494
160	1	0.002624267874
161	1	0.002578418156
162	1	0.002578397482
163	1	0.002542659769
164	1	0.002462028725
165	1	0.002436431345
166	1	0.002404537367
167	1	0.00239404017
168	1	0.002394008214
169	1	0.002393973193
170	1	0.00236454989
171	1	0.00236454989
172	1	0.002350177463
173	1	0.002350167279
174	1	0.002328637751
175	1	0.002328623948
176	1	0.002242993196
177	1	0.00224298865
178	1	0.002242965811
179	1	0.00224295418
180	1	0.002242907668
181	1	0.002242856044
182	1	0.002242808207
183	1	0.002224450842
184	1	0.002215149004
185	1	0.002194688032
186	1	0.002194658265
187	1	0.002185978596
188	1	0.002164629093
189	1	0.002164624834
190	1	0.002164616344
191	1	0.00216460971
192	1	0.002156307037
193	1	0.002156274081
194	1	0.002156251837
195	1	0.002126437332
196	1	0.002126432697
197	1	0.002103323553
198	1	0.002076798868
199	1	0.002076580438
200	1	0.002076537749
201	1	0.002052341641
202	1	0.00199224778
203	1	0.001992232049
204	1	0.001992227397
205	1	0.001973437956
206	1	0.001973432878
207	1	0.001946772861
208	1	0.001946763884
209	1	0.001946728614
210	1	0.001946714808
211	1	0.001946701069
212	1	0.001946691551
213	1	0.001946657491
214	1	0.001946643696
215	1	0.001939511689
216	1	0.001939437631
217	1	0.001939388859
218	1	0.001939370327
219	1	0.001939370327
220	1	0.001939347129
221	1	0.001939347129
222	1	0.001939342405
223	1	0.00193932388
224	1	0.001939275149
225	1	0.001939271391
226	1	0.001939219237
227	1	0.001910889579
228	1	0.001892849043
229	1	0.001892849043
230	1	0.001892837484
231	1	0.001892819418
232	1	0.001892770161
233	1	0.001889362409
234	1	0.001873491457
235	1	0.00187344457
236	1	0.001868547376
237	1	0.001868524216
238	1	0.001868515458
239	1	0.001868491456
240	1	0.00186846746
241	1	0.001868443565
242	1	0.001839973989
243	1	0.001839962163
244	1	0.001839962163
245	1	0.001839962163
246	1	0.001839949946
247	1	0.001839949946
248	1	0.001839912935
249	1	0.001839910624
250	1	0.001839910624
251	1	0.001839898409
252	1	0.001839889166
253	1	0.001839877
254	1	0.001839864788
255	1	0.001839852579
256	1	0.001839840372
257	1	0.001839828167
258	1	0.001839816009
259	1	0.001839816009
260	1	0.001839816009
261	1	0.001839816009
262	1	0.001839803808
263	1	0.001839791609
264	1	0.001839778651
265	1	0.0018397665
266	1	0.001839760135
267	1	0.00183974794
268	1	0.00183974369
269	1	0.001839737326
270	1	0.001839730963
271	1	0.001839718819
272	1	0.001839706629
273	1	0.001839684007
274	1	0.001839671867
275	1	0.001839629885
276	1	0.001839629885
277	1	0.001839611427
278	1	0.001839603415
279	1	0.001839595404
280	1	0.001839498326
281	1	0.001839491975
282	1	0.001839491975
283	1	0.001839466575
284	1	0.001839453621
285	1	0.001839453621
286	1	0.001839445228
287	1	0.001839445228
288	1	0.001839445228
289	1	0.001839445228
290	1	0.001839445228
291	1	0.001839445228
292	1	0.001839445228
293	1	0.001839445228
294	1	0.00183940834
295	1	0.001839399126
296	1	0.001839399126
297	1	0.001839392778
298	1	0.001839392778
299	1	0.001839392778
300	1	0.001839392778
301	1	0.001839392778
302	1	0.001839392778
303	1	0.001839392778
304	1	0.001839383567
305	1	0.001839383567
306	1	0.00183934277
307	1	0.001839292021
308	1	0.001839292021
309	1	0.001839241307
310	1	0.001839225318
311	1	0.001839176762
312	1	0.001839128237
313	1	0.001839091425
314	1	0.001839066114
315	1	0.001839040813
316	1	0.001838992537
317	1	0.00183896832
318	1	0.0018389665
319	1	0.001838963438
320	1	0.001838939228
321	1	0.001838915026
322	1	0.00183890884
323	1	0.001838884738
324	1	0.001838860551
325	1	0.001838836464
326	1	0.001838812292
327	1	0.001838788128
328	1	0.001838788128
329	1	0.001838778936
330	1	0.001838778936
331	1	0.001838766329
332	1	0.001838753724
333	1	0.001838741121
334	1	0.001838741121
335	1	0.001838741121
336	1	0.001838707611
337	1	0.001838675558
338	1	0.001838625169
339	1	0.001838574814
340	1	0.001838526598
341	1	0.001838517406
342	1	0.00183846922
343	1	0.001838402271
344	1	0.001838389708
345	1	0.001838341754
346	1	0.001838341754
347	1	0.001838329201
348	1	0.001838320011
349	1	0.001838320011
350	1	0.001838320011
351	1	0.001838320011
352	1	0.001838320011
353	1	0.00183830746
354	1	0.001838304517
355	1	0.001838304517
356	1	0.001838304517
357	1	0.001838304517
358	1	0.001838291968
359	1	0.00183827942
360	1	0.00183827942
361	1	0.00183827942
362	1	0.00183827942
363	1	0.001838270234
364	1	0.001838268231
365	1	0.001838268231
366	1	0.001838268231
367	1	0.001838268231
368	1	0.001838255686
369	1	0.001838255686
370	1	0.001838243143
371	1	0.001838228561
372	1	0.00183821184
373	1	0.001838207248
374	1	0.001838207248
375	1	0.001838194707
376	1	0.001838194707
377	1	0.001838194707
378	1	0.001838188438
379	1	0.001838188438
380	1	0.001838188438
381	1	0.001838188438
382	1	0.001838188438
383	1	0.001838182169
384	1	0.001838182169
385	1	0.001838182169
386	1	0.0018381759
387	1	0.001838171309
388	1	0.001838165041
389	1	0.001838146679
390	1	0.001838140411
391	1	0.001838134144
392	1	0.00183812814
393	1	0.001838109789
394	1	0.001838109789
395	1	0.001838109789
396	1	0.001838103523
397	1	0.001838098937
398	1	0.001838073228
399	1	0.001838073228
400	1	0.001838073228
401	1	0.001838073228
402	1	0.001838073228
403	1	0.001838060696
404	1	0.001838060696
405	1	0.00183805443
406	1	0.00183805443
407	1	0.001838038409
408	1	0.001837995217
409	1	0.001837899569
410	1	0.001828008528
411	1	0.00180850874
412	1	0.001808474074
413	1	0.001808437602
414	1	0.001808409139
415	1	0.001808342298
416	1	0.001794024999
417	1	0.001793991543
418	1	0.001793965948
419	1	0.001793932143
420	1	0.00179392744
421	1	0.001788106946
422	1	0.001788106946
423	1	0.001788055563
424	1	0.001781740343
425	1	0.00178173337
426	1	0.001781606734
427	1	0.001781580547
428	1	0.00178157244
429	1	0.001781551492
430	1	0.001781530524
431	1	0.00178150919
432	1	0.001781493343
433	1	0.001781477126
434	1	0.001781444714
435	1	0.001781332936
436	1	0.001781328891
437	1	0.001781324806
438	1	0.00178128802
439	1	0.00178125836
440	1	0.001781249242
441	1	0.001781245198
442	1	0.001781239338
443	1	0.001781217993
444	1	0.00178121395
445	1	0.001781140416
446	1	0.001781136454
447	1	0.001781136454
448	1	0.001781117182
449	1	0.001781114218
450	1	0.001781106129
451	1	0.001781104108
452	1	0.001781096022
453	1	0.001781094001
454	1	0.001775696977
455	1	0.001775597387
456	1	0.001775581063
457	1	0.001775560014
458	1	0.001775543697
459	1	0.001775511085
460	1	0.001775507012
461	1	0.001775474114
462	1	0.001775474114
463	1	0.001775474114
464	1	0.001775466191
465	1	0.001775462123
466	1	0.001775458399
467	1	0.001775437351
468	1	0.001775421509
469	1	0.00177541744
470	1	0.00177541744
471	1	0.00177541744
472	1	0.001775401601
473	1	0.001775386711
474	1	0.001775370879
475	1	0.001775355995
476	1	0.001775355995
477	1	0.001775355995
478	1	0.001775355995
479	1	0.001775334955
480	1	0.001775330808
481	1	0.001775314983
482	1	0.001775293952
483	1	0.001775293952
484	1	0.001775293952
485	1	0.001775293952
486	1	0.001775285652
487	1	0.001775283264
488	1	0.001775283264
489	1	0.001775262632
490	1	0.001775246357
491	1	0.001775246357
492	1	0.001775240453
493	1	0.001763425455
494	1	0.001754114998
495	1	0.001754077749
496	1	0.001754070299
497	1	0.001754066377
498	1	0.001754050691
499	1	0.001752547327
500	1	0.001752547327
501	1	0.001752530857
502	1	0.001752522627
503	1	0.001752516283
504	1	0.001752516283
505	1	0.001752516283
506	1	0.001752516283
507	1	0.001752516283
508	1	0.001752516283
509	1	0.001752516283
510	1	0.001752516283
511	1	0.001752516283
512	1	0.001752516283
513	1	0.001752516283
514	1	0.001752503384
515	1	0.001752503384
516	1	0.001752503384
517	1	0.001752495967
518	1	0.001752475962
519	1	0.001752463434
520	1	0.00175245691
521	1	0.00175245691
522	1	0.00175245691
523	1	0.00175245691
524	1	0.00175245691
525	1	0.00175245691
526	1	0.001752444295
527	1	0.001752424291
528	1	0.001752416066
529	1	0.001752396071
530	1	0.001752396071
531	1	0.001752396071
532	1	0.001752375698
533	1	0.001752363434
534	1	0.001752355211
535	1	0.001752335256
536	1	0.001752318813
537	1	0.001752309803
538	1	0.001752309803
539	1	0.001752309803
540	1	0.001752291792
541	1	0.00175227181
542	1	0.001752251838
543	1	0.001752247942
544	1	0.001752239727
545	1	0.00175221976
546	1	0.001752186911
547	1	0.001752166948
548	1	0.001752163051
549	1	0.001752158332
550	1	0.001752143501
551	1	0.001752143501
552	1	0.001752143501
553	1	0.001752143501
554	1	0.001752130622
555	1	0.00174632697
556	1	0.00174629591
557	1	0.001746287647
558	1	0.001746284555
559	1	0.001746284555
560	1	0.001746251522
561	1	0.001746243271
562	1	0.001746218362
563	1	0.001746218362
564	1	0.001746203423
565	1	0.001746195176
566	1	0.001746195176
567	1	0.001746178688
568	1	0.001746162209
569	1	0.001746162209
570	1	0.001742576675
571	1	0.00174256669
572	1	0.001742564619
573	1	0.001742536066
574	1	0.001742515887
575	1	0.001742513817
576	1	0.001742511747
577	1	0.001742509638
578	1	0.001742489466
579	1	0.001742456356
580	1	0.00174245208
581	1	0.001742431914
582	1	0.001742352685
583	1	0.00174233616
584	1	0.001742321261
585	1	0.001742315654
586	1	0.001742301893
587	1	0.001742282104
588	1	0.001742251613
589	1	0.001742231446
590	1	0.001742201659
591	1	0.001742181502
592	1	0.001742177937
593	1	0.001742157816
594	1	0.001742151478
595	1	0.001742147913
596	1	0.001742127772
597	1	0.001742107637
598	1	0.001742074588
599	1	0.001742071024
600	1	0.001742056136
601	1	0.001741912395
602	1	0.001741912395
603	1	0.001741892255
604	1	0.00174187143
605	1	0.001741867866
606	1	0.001741851365
607	1	0.001741836475
608	1	0.00174181635
609	1	0.001741799856
610	1	0.001741783372
611	1	0.001741763249
612	1	0.001741751215
613	1	0.001741736324
614	1	0.001741716211
615	1	0.001741716211
616	1	0.001741597449
617	1	0.001741577344
618	1	0.001741575282
619	1	0.001741566199
620	1	0.001741566199
621	1	0.001741551339
622	1	0.001741543911
623	1	0.001741541849
624	1	0.001741530701
625	1	0.001711730961
626	1	0.001711723286
627	1	0.001711714163
628	1	0.00171170708
629	1	0.001711702133
630	1	0.001711679475
631	1	0.001711674534
632	1	0.001711659712
633	1	0.001711654765
634	1	0.001711649818
635	1	0.001711642408
636	1	0.001711627087
637	1	0.001711622141
638	1	0.001711593872
639	1	0.001711588516
640	1	0.001711583571
641	1	0.001711578625
642	1	0.001711567302
643	1	0.001711565887
644	1	0.001711560942
645	1	0.001711524488
646	1	0.001711479229
647	1	0.001711474291
648	1	0.001711451673
649	1	0.001711443288
650	1	0.001708608705
651	1	0.001708608705
652	1	0.001708586075
653	1	0.001708582384
654	1	0.001708568225
655	1	0.001708568225
656	1	0.00170853236
657	1	0.001708512557
658	1	0.001708489932
659	1	0.001708449709
660	1	0.001708404081
661	1	0.001708384292
662	1	0.001708366288
663	1	0.00170835498
664	1	0.001708332367
665	1	0.001708318211
666	1	0.001708279538
667	1	0.001708268234
668	1	0.001708256931
669	1	0.001708234331
670	1	0.001708155257
671	1	0.001708132664
672	1	0.001708087495
673	1	0.001708086076
674	1	0.001708080433
675	1	0.001708046831
676	1	0.001708041189
677	1	0.001708021498
678	1	0.001708001761
679	1	0.00170797781
680	1	0.00170793767
681	1	0.001707922902
682	1	0.001707903235
683	1	0.001707899544
684	1	0.001707889515
685	1	0.001707869857
686	1	0.001707862913
687	1	0.001707850936
688	1	0.00170783965
689	1	0.001707837881
690	1	0.001707826596
691	1	0.00170781674
692	1	0.00170780214
693	1	0.001707790857
694	1	0.00170777121
695	1	0.001707759927
696	1	0.001707748647
697	1	0.00170772609
698	1	0.001707709302
699	1	0.001707689665
700	1	0.001707667114
701	1	0.001707652347
702	1	0.001707629803
703	1	0.001707584732
704	1	0.001707569965
705	1	0.001707560117
706	1	0.001707545353
707	1	0.001707543945
708	1	0.00170752431
709	1	0.001707479262
710	1	0.001707459632
711	1	0.001707445485
712	1	0.001707425864
713	1	0.001707411106
714	1	0.001707408834
715	1	0.001707363808
716	1	0.001707347069
717	1	0.001707341444
718	1	0.001707331604
719	1	0.001707325979
720	1	0.001707305978
721	1	0.001707282444
722	1	0.001707281038
723	1	0.001707257447
724	1	0.001707209587
725	1	0.001707203965
726	1	0.001707198343
727	1	0.00170718159
728	1	0.001707152067
729	1	0.001707137933
730	1	0.001707137072
731	1	0.001707127239
732	1	0.001707107628
733	1	0.001707088022
734	1	0.001707068425
735	1	0.001707053673
736	1	0.001707031182
737	1	0.001707031182
738	1	0.00170702556
739	1	0.001706989253
740	1	0.001706899522
741	1	0.001706889694
742	1	0.001706884082
743	1	0.001706878471
744	1	0.001706858486
745	1	0.001706848661
746	1	0.001706834352
747	1	0.001706744742
748	1	0.001706737678
749	1	0.00170672647
750	1	0.001706715264
751	1	0.001706695665
752	1	0.001706676074
753	1	0.001706676074
754	1	0.001706658133
755	1	0.001706646927
756	1	0.001706646927
757	1	0.001706635722
758	1	0.001706615768
759	1	0.001706604564
760	1	0.001706600874
761	1	0.001706581303
762	1	0.001706576777
763	1	0.001706565575
764	1	0.001706554375
765	1	0.001706543177
766	1	0.001706523224
767	1	0.001706503665
768	1	0.001706498065
769	1	0.001706492467
770	1	0.00170647254
771	1	0.001706467978
772	1	0.00170646238
773	1	0.001706423144
774	1	0.001706423144
775	1	0.00170640648
776	1	0.001706396678
777	1	0.00170639108
778	1	0.001706385483
779	1	0.001706379886
780	1	0.001706372821
781	1	0.001706361628
782	1	0.001706350437
783	1	0.001706343056
784	1	0.001706331866
785	1	0.001706315193
786	1	0.001706295273
787	1	0.001706285476
788	1	0.001706274288
789	1	0.001706254387
790	1	0.001706244594
791	1	0.001706239001
792	1	0.001706233407
793	1	0.001706222222
794	1	0.00170621243
795	1	0.001706201246
796	1	0.001706181726
797	1	0.001706174344
798	1	0.001706166964
799	1	0.001706147452
800	1	0.001706137713
801	1	0.001706130334
802	1	0.001706130334
803	1	0.0017061185
804	1	0.001706073769
805	1	0.001706062592
806	1	0.001706051417
807	1	0.001706040243
808	1	0.001706020737
809	1	0.001706009564
810	1	0.001705999779
811	1	0.00170599003
812	1	0.00170599003
813	1	0.001705980091
814	1	0.001705970347
815	1	0.001705960566
816	1	0.001703238089
817	1	0.001703238089
818	1	0.001703215723
819	1	0.001703126448
820	1	0.001703126448
821	1	0.001703120865
822	1	0.001703115282
823	1	0.0017031097
824	1	0.001703087374
825	1	0.001703085215
826	1	0.001703062897
827	1	0.001703040586
828	1	0.001703035009
829	1	0.001703025265
830	1	0.001703019689
831	1	0.001703019689
832	1	0.001702990266
833	1	0.001702967962
834	1	0.001702958219
835	1	0.001702952644
836	1	0.001702942916
837	1	0.001702937342
838	1	0.001702896824
839	1	0.001702896824
840	1	0.001702867413
841	1	0.001702845118
842	1	0.001702835571
843	1	0.001702826025
844	1	0.001702826025
845	1	0.001702803736
846	1	0.001702759174
847	1	0.001702748039
848	1	0.001702748039
849	1	0.001702736906
850	1	0.001702692387
851	1	0.00170268284
852	1	0.001702671715
853	1	0.001702671715
854	1	0.001702649471
855	1	0.001702627233
856	1	0.001702617512
857	1	0.001702573053
858	1	0.001702563319
859	1	0.001702552209
860	1	0.001702548055
861	1	0.001702548055
862	1	0.001702538323
863	1	0.001702528584
864	1	0.001702519043
865	1	0.001702474614
866	1	0.001702465072
867	1	0.00170246057
868	1	0.001702450843
869	1	0.001702441124
870	1	0.001702431587
871	1	0.001702409383
872	1	0.001702387186
873	1	0.001702387186
874	1	0.001702387186
875	1	0.001702387186
876	1	0.001702384295
877	1	0.001702384295
878	1	0.001702381521
879	1	0.001702381521
880	1	0.001702381521
881	1	0.00170237179
882	1	0.00170237179
883	1	0.001702353792
884	1	0.001702353792
885	1	0.001702353792
886	1	0.001702344068
887	1	0.001702344068
888	1	0.001702341295
889	1	0.001702338522
890	1	0.001702314899
891	1	0.001702314899
892	1	0.00170227054
893	1	0.001702248373
894	1	0.001696937496
895	1	0.001696937496
896	1	0.001696918064
897	1	0.001696898669
898	1	0.00169685984
899	1	0.001696821041
900	1	0.001696732505
901	1	0.001696693676
902	1	0.001696674665
903	1	0.001696655295
904	1	0.001696624994
905	1	0.001696605993
906	1	0.001696586637
907	1	0.001696564488
908	1	0.001696545137
909	1	0.001696525391
910	1	0.001696481745
911	1	0.001696480279
912	1	0.001696460967
913	1	0.001696441633
914	1	0.001696422306
915	1	0.00169640338
916	1	0.001696401996
917	1	0.001696382687
918	1	0.001696380465
919	1	0.001696358319
920	1	0.001696339013
921	1	0.001696329364
922	1	0.001696240965
923	1	0.001696170212
924	1	0.00169616057
925	1	0.001696138452
926	1	0.00169613707
927	1	0.001696127429
928	1	0.001696126047
929	1	0.001696124665
930	1	0.001696123283
931	1	0.001696113658
932	1	0.001696100297
933	1	0.001696090659
934	1	0.001696081022
935	1	0.001696074345
936	1	0.001696071581
937	1	0.001696061946
938	1	0.001696052313
939	1	0.001695964047
940	1	0.001695954213
941	1	0.001695910057
942	1	0.001695896109
943	1	0.001695860672
944	1	0.00169585105
945	1	0.001695806941
946	1	0.001695806941
947	1	0.001695797306
948	1	0.001695787672
949	1	0.001695778223
950	1	0.001695768789
951	1	0.001695759162
952	1	0.001695759162
953	1	0.001695749537
954	1	0.001695749537
955	1	0.001695727491
956	1	0.001695717867
957	1	0.001695703605
958	1	0.001695694166
959	1	0.001695679902
960	1	0.0016956703
961	1	0.001695660867
962	1	0.001695659489
963	1	0.001695649877
964	1	0.001680694669
965	1	0.001680689841
966	1	0.001680684986
967	1	0.001680674896
968	1	0.001680664807
969	1	0.001680659404
970	1	0.001680588887
971	1	0.001680588887
972	1	0.001680583485
973	1	0.001680578083
974	1	0.001680567999
975	1	0.001680546395
976	1	0.00168053511
977	1	0.001680530259
978	1	0.001680520356
979	1	0.001680500957
980	1	0.001680492471
981	1	0.001680482393
982	1	0.001680482393
983	1	0.001680472317
984	1	0.001680452931
985	1	0.001680443039
986	1	0.001680440325
987	1	0.001680430256
988	1	0.001679452854
989	1	0.001679442778
990	1	0.001679413678
991	1	0.001679403606
992	1	0.001679393713
993	1	0.001679393713
994	1	0.00167937574
995	1	0.001679370896
996	1	0.001679361006
997	1	0.001679327092
998	1	0.001679327092
999	1	0.001679317026
